id,title,question,context,predict,relabel,answer_start
47,Bài 1: Lịch sử và cuộc sống,Tại sao việc tìm hiểu về quá khứ của dân tộc lại quan trọng?,"Học lịch sử giúp chúng ta tìm hiểu về quá khứ, tìm về cội nguồn của chính bản thân, gia đình, dòng họ,… và rộng hơn là của cả dân tộc, nhân loại. 
Học lịch sử còn để đúc kết những bài học kinh nghiệm về sự thành công và thất bại của quá khứ để phục vụ hiện tại và xây dựng cuộc sống mới trong tương lai.",No Answer,,
48,Bài 1: Lịch sử và cuộc sống,học Lịch sử giúp ta tìm hiểu về nhân loại như thế nào?,"Học lịch sử giúp chúng ta tìm hiểu về quá khứ, tìm về cội nguồn của chính bản thân, gia đình, dòng họ,… và rộng hơn là của cả dân tộc, nhân loại. 
Học lịch sử còn để đúc kết những bài học kinh nghiệm về sự thành công và thất bại của quá khứ để phục vụ hiện tại và xây dựng cuộc sống mới trong tương lai.",No Answer,,
49,Bài 1: Lịch sử và cuộc sống,Tại sao lịch sử lại được coi là một môn học quan trọng?,"Học lịch sử giúp chúng ta tìm hiểu về quá khứ, tìm về cội nguồn của chính bản thân, gia đình, dòng họ,… và rộng hơn là của cả dân tộc, nhân loại. 
Học lịch sử còn để đúc kết những bài học kinh nghiệm về sự thành công và thất bại của quá khứ để phục vụ hiện tại và xây dựng cuộc sống mới trong tương lai.",No Answer,,
50,Bài 1: Lịch sử và cuộc sống,Lịch sử có liên quan đến việc xây dựng cuộc sống mới trong tương lai như thế nào?,"Học lịch sử giúp chúng ta tìm hiểu về quá khứ, tìm về cội nguồn của chính bản thân, gia đình, dòng họ,… và rộng hơn là của cả dân tộc, nhân loại. 
Học lịch sử còn để đúc kết những bài học kinh nghiệm về sự thành công và thất bại của quá khứ để phục vụ hiện tại và xây dựng cuộc sống mới trong tương lai.",No Answer,,
51,Bài 1: Lịch sử và cuộc sống,Học Địa Lý giúp chúng ta hiểu biết những gì?,"Học lịch sử giúp chúng ta tìm hiểu về quá khứ, tìm về cội nguồn của chính bản thân, gia đình, dòng họ,… và rộng hơn là của cả dân tộc, nhân loại. 
Học lịch sử còn để đúc kết những bài học kinh nghiệm về sự thành công và thất bại của quá khứ để phục vụ hiện tại và xây dựng cuộc sống mới trong tương lai.",No Answer,,
52,Bài 1: Lịch sử và cuộc sống,Vì sao phải học địa lý?,"Học lịch sử giúp chúng ta tìm hiểu về quá khứ, tìm về cội nguồn của chính bản thân, gia đình, dòng họ,… và rộng hơn là của cả dân tộc, nhân loại. 
Học lịch sử còn để đúc kết những bài học kinh nghiệm về sự thành công và thất bại của quá khứ để phục vụ hiện tại và xây dựng cuộc sống mới trong tương lai.",No Answer,,
53,Bài 2: Dựa vào đâu để biết và phục dựng lại lịch sử,Tư liệu hiện vật là,"Tư liệu hiện vật là những di tích, đồ vật,… của những người xưa còn lưu giữ lại trong lòng đất hay trên mặt đất. Ví dụ: Trống đồng Ngọc Lũ, Con rồng thời Lý, cột cờ Hà Nội, máy bay Mĩ bị ta bắn rơi,… Tuy đây chỉ là những hiện vật, nhưng nếu biết khai thác, chúng có thể cho ta biết khá cụ thể và trung thực về đời sống vật chất và phần nào đời sống, tinh thần của người xưa.","những di tích, đồ vật,… của những người xưa còn lưu giữ lại trong lòng đất hay trên mặt đất",,20
54,Bài 2: Dựa vào đâu để biết và phục dựng lại lịch sử,Ưu điểm nổi bật của tư liệu hiện vật là,"Tư liệu hiện vật là những di tích, đồ vật,… của những người xưa còn lưu giữ lại trong lòng đất hay trên mặt đất. Ví dụ: Trống đồng Ngọc Lũ, Con rồng thời Lý, cột cờ Hà Nội, máy bay Mĩ bị ta bắn rơi,… Tuy đây chỉ là những hiện vật, nhưng nếu biết khai thác, chúng có thể cho ta biết khá cụ thể và trung thực về đời sống vật chất và phần nào đời sống, tinh thần của người xưa.",No Answer,,
55,Bài 2: Dựa vào đâu để biết và phục dựng lại lịch sử,Nguồn tư liệu đáng tin cậy nhất khi tìm hiểu lịch sử là gì?,"Tư liệu hiện vật là những di tích, đồ vật,… của những người xưa còn lưu giữ lại trong lòng đất hay trên mặt đất. Ví dụ: Trống đồng Ngọc Lũ, Con rồng thời Lý, cột cờ Hà Nội, máy bay Mĩ bị ta bắn rơi,… Tuy đây chỉ là những hiện vật, nhưng nếu biết khai thác, chúng có thể cho ta biết khá cụ thể và trung thực về đời sống vật chất và phần nào đời sống, tinh thần của người xưa.",No Answer,,
56,Bài 2: Dựa vào đâu để biết và phục dựng lại lịch sử,Tư liệu hiện vật bao gồm những loại nào?,"Tư liệu hiện vật là những di tích, đồ vật,… của những người xưa còn lưu giữ lại trong lòng đất hay trên mặt đất. Ví dụ: Trống đồng Ngọc Lũ, Con rồng thời Lý, cột cờ Hà Nội, máy bay Mĩ bị ta bắn rơi,… Tuy đây chỉ là những hiện vật, nhưng nếu biết khai thác, chúng có thể cho ta biết khá cụ thể và trung thực về đời sống vật chất và phần nào đời sống, tinh thần của người xưa.","Trống đồng Ngọc Lũ, Con rồng thời Lý, cột cờ Hà Nội, máy bay Mĩ bị ta bắn rơi",,120
57,Bài 2: Dựa vào đâu để biết và phục dựng lại lịch sử,Khai thác nguồn tư liệu hiện vật có ý nghĩa giúp ta biết được,"Tư liệu hiện vật là những di tích, đồ vật,… của những người xưa còn lưu giữ lại trong lòng đất hay trên mặt đất. Ví dụ: Trống đồng Ngọc Lũ, Con rồng thời Lý, cột cờ Hà Nội, máy bay Mĩ bị ta bắn rơi,… Tuy đây chỉ là những hiện vật, nhưng nếu biết khai thác, chúng có thể cho ta biết khá cụ thể và trung thực về đời sống vật chất và phần nào đời sống, tinh thần của người xưa.","khá cụ thể và trung thực về đời sống vật chất và phần nào đời sống, tinh thần của người xưa",,282
58,Bài 2: Dựa vào đâu để biết và phục dựng lại lịch sử,thế nào là tư liệu hiện vật?,"Tư liệu hiện vật là những di tích, đồ vật,… của những người xưa còn lưu giữ lại trong lòng đất hay trên mặt đất. Ví dụ: Trống đồng Ngọc Lũ, Con rồng thời Lý, cột cờ Hà Nội, máy bay Mĩ bị ta bắn rơi,… Tuy đây chỉ là những hiện vật, nhưng nếu biết khai thác, chúng có thể cho ta biết khá cụ thể và trung thực về đời sống vật chất và phần nào đời sống, tinh thần của người xưa.","những di tích, đồ vật,… của những người xưa còn lưu giữ lại trong lòng đất hay trên mặt đất",,20
59,Bài 2: Dựa vào đâu để biết và phục dựng lại lịch sử,Lấy ví dụ về tư liệu hiện vật?,"Tư liệu hiện vật là những di tích, đồ vật,… của những người xưa còn lưu giữ lại trong lòng đất hay trên mặt đất. Ví dụ: Trống đồng Ngọc Lũ, Con rồng thời Lý, cột cờ Hà Nội, máy bay Mĩ bị ta bắn rơi,… Tuy đây chỉ là những hiện vật, nhưng nếu biết khai thác, chúng có thể cho ta biết khá cụ thể và trung thực về đời sống vật chất và phần nào đời sống, tinh thần của người xưa.","Trống đồng Ngọc Lũ, Con rồng thời Lý, cột cờ Hà Nội, máy bay Mĩ bị ta bắn rơi",,120
60,Bài 2: Dựa vào đâu để biết và phục dựng lại lịch sử,Khái niệm tư liệu hiện vật,"Tư liệu hiện vật là những di tích, đồ vật,… của những người xưa còn lưu giữ lại trong lòng đất hay trên mặt đất. Ví dụ: Trống đồng Ngọc Lũ, Con rồng thời Lý, cột cờ Hà Nội, máy bay Mĩ bị ta bắn rơi,… Tuy đây chỉ là những hiện vật, nhưng nếu biết khai thác, chúng có thể cho ta biết khá cụ thể và trung thực về đời sống vật chất và phần nào đời sống, tinh thần của người xưa.","những di tích, đồ vật,… của những người xưa còn lưu giữ lại trong lòng đất hay trên mặt đất",,20
61,Bài 2: Dựa vào đâu để biết và phục dựng lại lịch sử,"Những di tích, đồ vật…của người xưa còn lưu giữ lại trong lòng đất hay trên mặt đất là tư liệu gì?","Tư liệu hiện vật là những di tích, đồ vật,… của những người xưa còn lưu giữ lại trong lòng đất hay trên mặt đất. Ví dụ: Trống đồng Ngọc Lũ, Con rồng thời Lý, cột cờ Hà Nội, máy bay Mĩ bị ta bắn rơi,… Tuy đây chỉ là những hiện vật, nhưng nếu biết khai thác, chúng có thể cho ta biết khá cụ thể và trung thực về đời sống vật chất và phần nào đời sống, tinh thần của người xưa.",Tư liệu hiện vật,,0
62,Bài 2: Dựa vào đâu để biết và phục dựng lại lịch sử,Trống đồng Ngọc Lũ thuộc loại tư liệu nào?,"Tư liệu hiện vật là những di tích, đồ vật,… của những người xưa còn lưu giữ lại trong lòng đất hay trên mặt đất. Ví dụ: Trống đồng Ngọc Lũ, Con rồng thời Lý, cột cờ Hà Nội, máy bay Mĩ bị ta bắn rơi,… Tuy đây chỉ là những hiện vật, nhưng nếu biết khai thác, chúng có thể cho ta biết khá cụ thể và trung thực về đời sống vật chất và phần nào đời sống, tinh thần của người xưa.",Tư liệu hiện vật,,0
63,Bài 2: Dựa vào đâu để biết và phục dựng lại lịch sử,"Hiện vật ""Trống đồng Ngọc Lũ"" nổi tiếng ở đâu?","Tư liệu hiện vật là những di tích, đồ vật,… của những người xưa còn lưu giữ lại trong lòng đất hay trên mặt đất. Ví dụ: Trống đồng Ngọc Lũ, Con rồng thời Lý, cột cờ Hà Nội, máy bay Mĩ bị ta bắn rơi,… Tuy đây chỉ là những hiện vật, nhưng nếu biết khai thác, chúng có thể cho ta biết khá cụ thể và trung thực về đời sống vật chất và phần nào đời sống, tinh thần của người xưa.",No Answer,,
64,Bài 2: Dựa vào đâu để biết và phục dựng lại lịch sử,"Hiện vật ""Trống đồng Ngọc Lũ"" có từ thời điểm nào?","Tư liệu hiện vật là những di tích, đồ vật,… của những người xưa còn lưu giữ lại trong lòng đất hay trên mặt đất. Ví dụ: Trống đồng Ngọc Lũ, Con rồng thời Lý, cột cờ Hà Nội, máy bay Mĩ bị ta bắn rơi,… Tuy đây chỉ là những hiện vật, nhưng nếu biết khai thác, chúng có thể cho ta biết khá cụ thể và trung thực về đời sống vật chất và phần nào đời sống, tinh thần của người xưa.",thời Lý,,149
65,Bài 2: Dựa vào đâu để biết và phục dựng lại lịch sử,Cột cờ Hà Nội được đặt ở đâu?,"Tư liệu hiện vật là những di tích, đồ vật,… của những người xưa còn lưu giữ lại trong lòng đất hay trên mặt đất. Ví dụ: Trống đồng Ngọc Lũ, Con rồng thời Lý, cột cờ Hà Nội, máy bay Mĩ bị ta bắn rơi,… Tuy đây chỉ là những hiện vật, nhưng nếu biết khai thác, chúng có thể cho ta biết khá cụ thể và trung thực về đời sống vật chất và phần nào đời sống, tinh thần của người xưa.",No Answer,,
66,Bài 2: Dựa vào đâu để biết và phục dựng lại lịch sử,"Ngoài việc biết về đời sống vật chất của người xưa, tư liệu hiện vật còn cho chúng ta biết điều gì khác?","Tư liệu hiện vật là những di tích, đồ vật,… của những người xưa còn lưu giữ lại trong lòng đất hay trên mặt đất. Ví dụ: Trống đồng Ngọc Lũ, Con rồng thời Lý, cột cờ Hà Nội, máy bay Mĩ bị ta bắn rơi,… Tuy đây chỉ là những hiện vật, nhưng nếu biết khai thác, chúng có thể cho ta biết khá cụ thể và trung thực về đời sống vật chất và phần nào đời sống, tinh thần của người xưa.","khá cụ thể và trung thực về đời sống vật chất và phần nào đời sống, tinh thần",,282
67,Bài 2: Dựa vào đâu để biết và phục dựng lại lịch sử,"Hiện vật ""Con rồng thời Lý"" có từ thời điểm nào?","Tư liệu hiện vật là những di tích, đồ vật,… của những người xưa còn lưu giữ lại trong lòng đất hay trên mặt đất. Ví dụ: Trống đồng Ngọc Lũ, Con rồng thời Lý, cột cờ Hà Nội, máy bay Mĩ bị ta bắn rơi,… Tuy đây chỉ là những hiện vật, nhưng nếu biết khai thác, chúng có thể cho ta biết khá cụ thể và trung thực về đời sống vật chất và phần nào đời sống, tinh thần của người xưa.",No Answer,,
68,Bài 2: Dựa vào đâu để biết và phục dựng lại lịch sử,Tư liệu chữ viết là,"Những bản ghi, tài liệu chép tay hay sách được in, khắc chữ được gọi chung là tư liệu chữ viết. Nguồn tư liệu nay ghi chép tương đối đầy đủ về đời sống con người. Tuy nhiên, tư liệu chữ viết thường mang ý thức chủ quan của tác giả tư liệu.","Những bản ghi, tài liệu chép tay hay sách được in, khắc chữ",,0
69,Bài 2: Dựa vào đâu để biết và phục dựng lại lịch sử,Điểm hạn chế của tư liệu chữ viết là gì?,"Những bản ghi, tài liệu chép tay hay sách được in, khắc chữ được gọi chung là tư liệu chữ viết. Nguồn tư liệu nay ghi chép tương đối đầy đủ về đời sống con người. Tuy nhiên, tư liệu chữ viết thường mang ý thức chủ quan của tác giả tư liệu.",No Answer,,
70,Bài 2: Dựa vào đâu để biết và phục dựng lại lịch sử,Nguồn tư liệu đáng tin cậy nhất khi tìm hiểu lịch sử là gì?,"Những bản ghi, tài liệu chép tay hay sách được in, khắc chữ được gọi chung là tư liệu chữ viết. Nguồn tư liệu nay ghi chép tương đối đầy đủ về đời sống con người. Tuy nhiên, tư liệu chữ viết thường mang ý thức chủ quan của tác giả tư liệu.",No Answer,,
71,Bài 2: Dựa vào đâu để biết và phục dựng lại lịch sử,"bản viết tay “Lời kêu gọi toàn quốc kháng chiến của chủ tịch Hồ Chí Minh” năm 1946. Hãy cho biết, đây thuộc loại hình tư liệu nào?","Những bản ghi, tài liệu chép tay hay sách được in, khắc chữ được gọi chung là tư liệu chữ viết. Nguồn tư liệu nay ghi chép tương đối đầy đủ về đời sống con người. Tuy nhiên, tư liệu chữ viết thường mang ý thức chủ quan của tác giả tư liệu.",chữ viết,,86
72,Bài 2: Dựa vào đâu để biết và phục dựng lại lịch sử,Nguồn tư liệu nào thường mang tính chủ quan của tác giả tư liệu?,"Những bản ghi, tài liệu chép tay hay sách được in, khắc chữ được gọi chung là tư liệu chữ viết. Nguồn tư liệu nay ghi chép tương đối đầy đủ về đời sống con người. Tuy nhiên, tư liệu chữ viết thường mang ý thức chủ quan của tác giả tư liệu.",tư liệu chữ viết,,174
73,Bài 2: Dựa vào đâu để biết và phục dựng lại lịch sử,"Những bản ghi, tài liệu chép tay hay sách được in, khắc chữ thuộc nhóm tư liệu gì?","Những bản ghi, tài liệu chép tay hay sách được in, khắc chữ được gọi chung là tư liệu chữ viết. Nguồn tư liệu nay ghi chép tương đối đầy đủ về đời sống con người. Tuy nhiên, tư liệu chữ viết thường mang ý thức chủ quan của tác giả tư liệu.",tư liệu chữ viết,,78
74,Bài 2: Dựa vào đâu để biết và phục dựng lại lịch sử,Bản chép tay của nhân chứng lịch sử thuộc tư liệu gì?,"Những bản ghi, tài liệu chép tay hay sách được in, khắc chữ được gọi chung là tư liệu chữ viết. Nguồn tư liệu nay ghi chép tương đối đầy đủ về đời sống con người. Tuy nhiên, tư liệu chữ viết thường mang ý thức chủ quan của tác giả tư liệu.",tư liệu chữ viết,,78
75,Bài 2: Dựa vào đâu để biết và phục dựng lại lịch sử,Khái niệm tư liệu chữ viết,"Những bản ghi, tài liệu chép tay hay sách được in, khắc chữ được gọi chung là tư liệu chữ viết. Nguồn tư liệu nay ghi chép tương đối đầy đủ về đời sống con người. Tuy nhiên, tư liệu chữ viết thường mang ý thức chủ quan của tác giả tư liệu.","Những bản ghi, tài liệu chép tay hay sách được in, khắc chữ",,0
76,Bài 2: Dựa vào đâu để biết và phục dựng lại lịch sử,Tài liệu chữ viết được định nghĩa như thế nào?,"Những bản ghi, tài liệu chép tay hay sách được in, khắc chữ được gọi chung là tư liệu chữ viết. Nguồn tư liệu nay ghi chép tương đối đầy đủ về đời sống con người. Tuy nhiên, tư liệu chữ viết thường mang ý thức chủ quan của tác giả tư liệu.","Những bản ghi, tài liệu chép tay hay sách được in, khắc chữ",,0
77,Bài 2: Dựa vào đâu để biết và phục dựng lại lịch sử,Tại sao tư liệu chữ viết thường mang ý thức chủ quan của tác giả?,"Những bản ghi, tài liệu chép tay hay sách được in, khắc chữ được gọi chung là tư liệu chữ viết. Nguồn tư liệu nay ghi chép tương đối đầy đủ về đời sống con người. Tuy nhiên, tư liệu chữ viết thường mang ý thức chủ quan của tác giả tư liệu.",No Answer,,
78,Bài 2: Dựa vào đâu để biết và phục dựng lại lịch sử,Làm thế nào để đánh giá tính chính xác và đáng tin cậy của tư liệu chữ viết?,"Những bản ghi, tài liệu chép tay hay sách được in, khắc chữ được gọi chung là tư liệu chữ viết. Nguồn tư liệu nay ghi chép tương đối đầy đủ về đời sống con người. Tuy nhiên, tư liệu chữ viết thường mang ý thức chủ quan của tác giả tư liệu.",No Answer,,
79,Bài 2: Dựa vào đâu để biết và phục dựng lại lịch sử,Điểm hạn chế của tư liệu truyền miệng là gì?,"Những câu chuyện dân gian (thần thoại, truyền thuyết, cổ tích,...) được kể truyền miệng, từ đời này qua đời khác gọi là tư liệu truyền miệng. Loại tư liệu này thường không cho biết chính xác về thời gian và địa điểm, nhưng phần nào phản ánh hiện thực lịch sử.",không cho biết chính xác về thời gian và địa điểm,,166
80,Bài 2: Dựa vào đâu để biết và phục dựng lại lịch sử,Nguồn tư liệu đáng tin cậy nhất khi tìm hiểu lịch sử là gì?,"Những câu chuyện dân gian (thần thoại, truyền thuyết, cổ tích,...) được kể truyền miệng, từ đời này qua đời khác gọi là tư liệu truyền miệng. Loại tư liệu này thường không cho biết chính xác về thời gian và địa điểm, nhưng phần nào phản ánh hiện thực lịch sử.",No Answer,,
81,Bài 2: Dựa vào đâu để biết và phục dựng lại lịch sử,Thế nào là tư liệu truyền miệng?,"Những câu chuyện dân gian (thần thoại, truyền thuyết, cổ tích,...) được kể truyền miệng, từ đời này qua đời khác gọi là tư liệu truyền miệng. Loại tư liệu này thường không cho biết chính xác về thời gian và địa điểm, nhưng phần nào phản ánh hiện thực lịch sử.","Những câu chuyện dân gian (thần thoại, truyền thuyết, cổ tích,...) được kể truyền miệng, từ đời này qua đời khác",,0
82,Bài 2: Dựa vào đâu để biết và phục dựng lại lịch sử,Tư liệu truyền miệng mang đặc điểm gì nổi bật?,"Những câu chuyện dân gian (thần thoại, truyền thuyết, cổ tích,...) được kể truyền miệng, từ đời này qua đời khác gọi là tư liệu truyền miệng. Loại tư liệu này thường không cho biết chính xác về thời gian và địa điểm, nhưng phần nào phản ánh hiện thực lịch sử.",phản ánh hiện thực lịch sử,,232
83,Bài 2: Dựa vào đâu để biết và phục dựng lại lịch sử,"Thần thoại, truyền thuyết, cổ tích,… Thuộc nhóm tư liệu nào?","Những câu chuyện dân gian (thần thoại, truyền thuyết, cổ tích,...) được kể truyền miệng, từ đời này qua đời khác gọi là tư liệu truyền miệng. Loại tư liệu này thường không cho biết chính xác về thời gian và địa điểm, nhưng phần nào phản ánh hiện thực lịch sử.",Những câu chuyện dân gian,,0
84,Bài 2: Dựa vào đâu để biết và phục dựng lại lịch sử,Tư liệu truyền miệng bao gồm những gì?,"Những câu chuyện dân gian (thần thoại, truyền thuyết, cổ tích,...) được kể truyền miệng, từ đời này qua đời khác gọi là tư liệu truyền miệng. Loại tư liệu này thường không cho biết chính xác về thời gian và địa điểm, nhưng phần nào phản ánh hiện thực lịch sử.","Những câu chuyện dân gian (thần thoại, truyền thuyết, cổ tích,...) được kể truyền miệng",,0
85,Bài 2: Dựa vào đâu để biết và phục dựng lại lịch sử,Khái niệm tư liệu truyền miệng,"Những câu chuyện dân gian (thần thoại, truyền thuyết, cổ tích,...) được kể truyền miệng, từ đời này qua đời khác gọi là tư liệu truyền miệng. Loại tư liệu này thường không cho biết chính xác về thời gian và địa điểm, nhưng phần nào phản ánh hiện thực lịch sử.","Những câu chuyện dân gian (thần thoại, truyền thuyết, cổ tích,...) được kể truyền miệng",,0
86,Bài 2: Dựa vào đâu để biết và phục dựng lại lịch sử,Tư liệu truyền miệng là gì?,"Những câu chuyện dân gian (thần thoại, truyền thuyết, cổ tích,...) được kể truyền miệng, từ đời này qua đời khác gọi là tư liệu truyền miệng. Loại tư liệu này thường không cho biết chính xác về thời gian và địa điểm, nhưng phần nào phản ánh hiện thực lịch sử.","Những câu chuyện dân gian (thần thoại, truyền thuyết, cổ tích,...) được kể truyền miệng",,0
87,Bài 2: Dựa vào đâu để biết và phục dựng lại lịch sử,Những nội dung chính của tư liệu truyền miệng là gì?,"Những câu chuyện dân gian (thần thoại, truyền thuyết, cổ tích,...) được kể truyền miệng, từ đời này qua đời khác gọi là tư liệu truyền miệng. Loại tư liệu này thường không cho biết chính xác về thời gian và địa điểm, nhưng phần nào phản ánh hiện thực lịch sử.","Những câu chuyện dân gian (thần thoại, truyền thuyết, cổ tích",,0
88,Bài 2: Dựa vào đâu để biết và phục dựng lại lịch sử,"Các tác phẩm như: Đại Việt sử ký, Đại Việt sử ký toàn thư… thuộc loại hình tư liệu nào?","Tư liệu gốc là tư liệu cung cấp những thông tin đầu tiên và trực tiếp về sự kiện hoặc thời kì lịch sử nào đó. Đây là nguồn tư liệu đáng tin cậy nhất khi tìm hiểu lịch sử. Ví dụ: Đại Việt sử kí, Đại Việt sử kí toàn thư, Lịch triều hiến chương loại chí, Quốc sử quán triều Nguyễn,… .
Dựa vào các nguồn tư liệu, mỗi nhà sử học thường chỉ có thể làm sáng tỏ được một phần lịch sử theo quan điểm của mình, vì vậy, chúng ta có thể bắt gặp nhiều cách lí giải khác nhau về cùng một sự việc trong quá khứ. Khi nào chính em tự mình lí giải sự việc đó dựa trên những chứng cứ khoa học có được là em đã sắp trở thành “nhà sử học” rồi đấy.",Tư liệu gốc,,0
89,Bài 2: Dựa vào đâu để biết và phục dựng lại lịch sử,Nguồn tư liệu đáng tin cậy nhất khi tìm hiểu lịch sử là gì?,"Tư liệu gốc là tư liệu cung cấp những thông tin đầu tiên và trực tiếp về sự kiện hoặc thời kì lịch sử nào đó. Đây là nguồn tư liệu đáng tin cậy nhất khi tìm hiểu lịch sử. Ví dụ: Đại Việt sử kí, Đại Việt sử kí toàn thư, Lịch triều hiến chương loại chí, Quốc sử quán triều Nguyễn,… .
Dựa vào các nguồn tư liệu, mỗi nhà sử học thường chỉ có thể làm sáng tỏ được một phần lịch sử theo quan điểm của mình, vì vậy, chúng ta có thể bắt gặp nhiều cách lí giải khác nhau về cùng một sự việc trong quá khứ. Khi nào chính em tự mình lí giải sự việc đó dựa trên những chứng cứ khoa học có được là em đã sắp trở thành “nhà sử học” rồi đấy.",Tư liệu gốc,,0
90,Bài 2: Dựa vào đâu để biết và phục dựng lại lịch sử,"Khi tìm hiểu lịch sử, loại tư liệu nào là nguồn đáng tin cậy nhất?","Tư liệu gốc là tư liệu cung cấp những thông tin đầu tiên và trực tiếp về sự kiện hoặc thời kì lịch sử nào đó. Đây là nguồn tư liệu đáng tin cậy nhất khi tìm hiểu lịch sử. Ví dụ: Đại Việt sử kí, Đại Việt sử kí toàn thư, Lịch triều hiến chương loại chí, Quốc sử quán triều Nguyễn,… .
Dựa vào các nguồn tư liệu, mỗi nhà sử học thường chỉ có thể làm sáng tỏ được một phần lịch sử theo quan điểm của mình, vì vậy, chúng ta có thể bắt gặp nhiều cách lí giải khác nhau về cùng một sự việc trong quá khứ. Khi nào chính em tự mình lí giải sự việc đó dựa trên những chứng cứ khoa học có được là em đã sắp trở thành “nhà sử học” rồi đấy.",Tư liệu gốc,,0
91,Bài 2: Dựa vào đâu để biết và phục dựng lại lịch sử,Em hiểu thế nào về tư liệu gốc?,"Tư liệu gốc là tư liệu cung cấp những thông tin đầu tiên và trực tiếp về sự kiện hoặc thời kì lịch sử nào đó. Đây là nguồn tư liệu đáng tin cậy nhất khi tìm hiểu lịch sử. Ví dụ: Đại Việt sử kí, Đại Việt sử kí toàn thư, Lịch triều hiến chương loại chí, Quốc sử quán triều Nguyễn,… .
Dựa vào các nguồn tư liệu, mỗi nhà sử học thường chỉ có thể làm sáng tỏ được một phần lịch sử theo quan điểm của mình, vì vậy, chúng ta có thể bắt gặp nhiều cách lí giải khác nhau về cùng một sự việc trong quá khứ. Khi nào chính em tự mình lí giải sự việc đó dựa trên những chứng cứ khoa học có được là em đã sắp trở thành “nhà sử học” rồi đấy.",tư liệu cung cấp những thông tin đầu tiên và trực tiếp về sự kiện hoặc thời kì lịch sử nào đó,,15
92,Bài 2: Dựa vào đâu để biết và phục dựng lại lịch sử,Tư liệu như thế nào gọi là tư liệu gốc?,"Tư liệu gốc là tư liệu cung cấp những thông tin đầu tiên và trực tiếp về sự kiện hoặc thời kì lịch sử nào đó. Đây là nguồn tư liệu đáng tin cậy nhất khi tìm hiểu lịch sử. Ví dụ: Đại Việt sử kí, Đại Việt sử kí toàn thư, Lịch triều hiến chương loại chí, Quốc sử quán triều Nguyễn,… .
Dựa vào các nguồn tư liệu, mỗi nhà sử học thường chỉ có thể làm sáng tỏ được một phần lịch sử theo quan điểm của mình, vì vậy, chúng ta có thể bắt gặp nhiều cách lí giải khác nhau về cùng một sự việc trong quá khứ. Khi nào chính em tự mình lí giải sự việc đó dựa trên những chứng cứ khoa học có được là em đã sắp trở thành “nhà sử học” rồi đấy.",tư liệu cung cấp những thông tin đầu tiên và trực tiếp về sự kiện hoặc thời kì lịch sử nào đó,,15
93,Bài 2: Dựa vào đâu để biết và phục dựng lại lịch sử,"""Đại Việt Sử kí toàn thư"" thuộc nguồn tư liệu nào?","Tư liệu gốc là tư liệu cung cấp những thông tin đầu tiên và trực tiếp về sự kiện hoặc thời kì lịch sử nào đó. Đây là nguồn tư liệu đáng tin cậy nhất khi tìm hiểu lịch sử. Ví dụ: Đại Việt sử kí, Đại Việt sử kí toàn thư, Lịch triều hiến chương loại chí, Quốc sử quán triều Nguyễn,… .
Dựa vào các nguồn tư liệu, mỗi nhà sử học thường chỉ có thể làm sáng tỏ được một phần lịch sử theo quan điểm của mình, vì vậy, chúng ta có thể bắt gặp nhiều cách lí giải khác nhau về cùng một sự việc trong quá khứ. Khi nào chính em tự mình lí giải sự việc đó dựa trên những chứng cứ khoa học có được là em đã sắp trở thành “nhà sử học” rồi đấy.",Tư liệu gốc,,0
94,Bài 2: Dựa vào đâu để biết và phục dựng lại lịch sử,Lấy ví dụ về tư liệu gốc?,"Tư liệu gốc là tư liệu cung cấp những thông tin đầu tiên và trực tiếp về sự kiện hoặc thời kì lịch sử nào đó. Đây là nguồn tư liệu đáng tin cậy nhất khi tìm hiểu lịch sử. Ví dụ: Đại Việt sử kí, Đại Việt sử kí toàn thư, Lịch triều hiến chương loại chí, Quốc sử quán triều Nguyễn,… .
Dựa vào các nguồn tư liệu, mỗi nhà sử học thường chỉ có thể làm sáng tỏ được một phần lịch sử theo quan điểm của mình, vì vậy, chúng ta có thể bắt gặp nhiều cách lí giải khác nhau về cùng một sự việc trong quá khứ. Khi nào chính em tự mình lí giải sự việc đó dựa trên những chứng cứ khoa học có được là em đã sắp trở thành “nhà sử học” rồi đấy.","Đại Việt sử kí, Đại Việt sử kí toàn thư, Lịch triều hiến chương loại chí, Quốc sử quán triều Nguyễn",,178
95,Bài 2: Dựa vào đâu để biết và phục dựng lại lịch sử,Tư liệu gốc là gì?,"Tư liệu gốc là tư liệu cung cấp những thông tin đầu tiên và trực tiếp về sự kiện hoặc thời kì lịch sử nào đó. Đây là nguồn tư liệu đáng tin cậy nhất khi tìm hiểu lịch sử. Ví dụ: Đại Việt sử kí, Đại Việt sử kí toàn thư, Lịch triều hiến chương loại chí, Quốc sử quán triều Nguyễn,… .
Dựa vào các nguồn tư liệu, mỗi nhà sử học thường chỉ có thể làm sáng tỏ được một phần lịch sử theo quan điểm của mình, vì vậy, chúng ta có thể bắt gặp nhiều cách lí giải khác nhau về cùng một sự việc trong quá khứ. Khi nào chính em tự mình lí giải sự việc đó dựa trên những chứng cứ khoa học có được là em đã sắp trở thành “nhà sử học” rồi đấy.",tư liệu cung cấp những thông tin đầu tiên và trực tiếp về sự kiện hoặc thời kì lịch sử nào đó,,15
